鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
大溪區,土地,武嶺段661~690地號,72.0,住,,,1081206,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1740300,24171,,0.0,0,,RPROMLLMJHPFFCH38CA
大溪區,房地(土地+建物),桃園市大溪區內柵路一段98巷38弄1~30號,88.06,,風景區,丙種建築用地,1090105,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0701003,105.24,0,0,0,無,無,2730000,25941,,0.0,0,,RPSOMLLMJHPFFCH48CA
龍潭區,房地(土地+建物)+車位,桃園市龍潭區高原路372巷38弄1~30號,86.0,,山坡地保育區,丙種建築用地,1081214,土地1建物1車位1,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1050309,193.14,3,3,4,有,無,14170000,73366,一樓平面,0.0,0,,RPRNMLNJKHPFFCH28CA
大溪區,土地,東隆段2431~2460地號,71.85,,一般農業區,農牧用地,1090109,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,310000,4315,,0.0,0,,RPQNMLOJKHPFFCH28CA
大溪區,房地(土地+建物)+車位,桃園市大溪區仁善街181~210號,30.64,住,,,1080831,土地1建物1車位3,四層,二十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070815,261.73,3,2,2,有,有,12100000,51198,坡道平面,109.38,4300000,,RPWNMLMKKHPFFCH78CA
大溪區,房地(土地+建物)+車位,桃園市大溪區仁善街181~210號,23.24,住,,,1081214,土地1建物1車位1,八層,二十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070815,160.03,3,2,2,有,有,9710000,67249,坡道平面,36.46,1400000,,RPXNMLMKKHPFFCH88CA
龍潭區,土地,民有段1051~1080地號,81.22,其他,,,1090108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,298745,3678,,0.0,0,,RPPOMLMKKHPFFCH18CA
楊梅區,房地(土地+建物),桃園市楊梅區青山五街1~30號,7.9,住,,,1080115,土地1建物1車位0,九層,十五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0840324,41.34,1,1,1,有,有,1000000,24190,,0.0,0,,RPSNMLMLJHPFFDH48CA
楊梅區,土地,富岡段1081~1110地號,3456.0,,特定農業區,農牧用地,1081223,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,16600000,4803,,0.0,0,,RPVNMLMLJHPFFDH78CA
楊梅區,房地(土地+建物)+車位,桃園市楊梅區金山街275巷1~30號,22.54,住,,,1090109,土地2建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040925,153.61,3,2,2,有,無,6800000,44268,坡道平面,0.0,0,,RPUOMLMLJHPFFDH78CA
